Video ID,Title,Date Posted,Time Posted,Duration,Duration (seconds),Views,Likes,Comments,Like Rate (%),Comment Rate (%),Collaborators,Content Type,Video Type,Was Livestream,Thumbnail URL,Country
tcJmqS-oRkE,💔,7/30/2023,2:29:56,1:04,64,6997201,371143,63738,5.3,0.91,,Misc,Regular Video,False,https://i.ytimg.com/vi/tcJmqS-oRkE/hqdefault.jpg,Not Applicable
xrR9C4JY-rY,i might die bye,7/28/2023,18:00:28,55,55,14170097,688744,59931,4.86,0.42,,Misc,Shorts,False,https://i.ytimg.com/vi/xrR9C4JY-rY/hqdefault.jpg,Not Applicable
43FWcNXB3fY,Training with Cristiano Ronaldo🇵🇹,7/26/2023,10:08:45,19:36,1176,2817982,97019,2841,3.44,0.1,['Ronaldo'],Sports,Stream,True,https://i.ytimg.com/vi/43FWcNXB3fY/hqdefault.jpg,Portugal
3UPa7m8DQHM,I Met Neymar🇧🇷,7/25/2023,15:23:54,1:00,60,30991478,2178912,13521,7.03,0.04,['Neymar'],Sports,Shorts,False,https://i.ytimg.com/vi/3UPa7m8DQHM/hqdefault.jpg,Brazil
fLOnU1h5c6w,Eu Prado No Bailo With Neymar🇧🇷,7/25/2023,15:22:30,13,13,24431106,1260103,12558,5.16,0.05,['Neymar'],Sports,Shorts,False,https://i.ytimg.com/vi/fLOnU1h5c6w/hqdefault.jpg,Brazil
1_Bq5WjG930,i met neymar 🇧🇷,7/25/2023,15:11:17,4:10,250,5670100,300422,13644,5.3,0.24,['Neymar'],Sports,Regular Video,False,https://i.ytimg.com/vi/1_Bq5WjG930/hqdefault.jpg,Brazil
iVnVvmfOUvM,Meeting Neymar In Japan 🇯🇵,7/25/2023,14:50:04,4:09:16,14956,6359548,163662,3003,2.57,0.05,['Neymar'],Sports,Stream,True,https://i.ytimg.com/vi/iVnVvmfOUvM/hqdefault.jpg,Japan
tNEko_osGzI,REAL FAN HERE,7/23/2023,21:47:59,3:03:57,11037,1698376,60745,1962,3.58,0.12,,Variety Stream,Stream,True,https://i.ytimg.com/vi/tNEko_osGzI/hqdefault.jpg,Not Applicable
aACgNLJHJco,Messi Looked At Me!,7/22/2023,2:36:51,16,16,17674698,992954,7908,5.62,0.04,['Messi'],Sports,Shorts,False,https://i.ytimg.com/vi/aACgNLJHJco/hqdefault.jpg,Not Applicable
8dGMkgZSbFc,Meeting Messi irl live stream🥰,7/22/2023,2:25:25,53:07:00,3187,2249667,81907,4397,3.64,0.2,['Messi'],IRL / Vlog,Stream,True,https://i.ytimg.com/vi/8dGMkgZSbFc/hqdefault.jpg,Not Applicable
D9XRVAqLD-8,Life In Japan,7/20/2023,15:27:18,11:59,719,4039161,167177,7931,4.14,0.2,,IRL / Vlog,Regular Video,False,https://i.ytimg.com/vi/D9XRVAqLD-8/hqdefault.jpg,Japan
Yh9oZElmq3c,oii how ya !,7/19/2023,21:45:39,3:07:00,11220,1400693,53359,1743,3.81,0.12,,Variety Stream,Stream,True,https://i.ytimg.com/vi/Yh9oZElmq3c/hqdefault.jpg,Not Applicable
8tpisTASqAE,Life After I Met Ronaldo,7/17/2023,11:00:09,9:54,594,2179082,102367,4197,4.7,0.19,['Ronaldo'],IRL / Vlog,Regular Video,False,https://i.ytimg.com/vi/8tpisTASqAE/hqdefault.jpg,Not Applicable
wN1o1AuYceI,I Rented a Girlfriend in Japan irl livestream🇯🇵,7/15/2023,13:01:41,4:18:07,15487,10958231,328493,21844,3.0,0.2,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/wN1o1AuYceI/hqdefault.jpg,Japan
sZIPaQUc4uc,irl stream in Japan 🇯🇵,7/14/2023,9:24:44,2:21:43,8503,1753419,63624,2838,3.63,0.16,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/sZIPaQUc4uc/hqdefault.jpg,Japan
xiP52BNP8s8,I Performed For the First time at Rolling loud🇵🇹 **EMOTIONAL**,7/8/2023,12:10:58,6:02,362,2812649,135009,6872,4.8,0.24,,IRL / Vlog,Regular Video,False,https://i.ytimg.com/vi/xiP52BNP8s8/hqdefault.jpg,Portugal
Dvsvm2CX6UY,First Time Performing irl rolling loud🇵🇹,7/7/2023,20:17:25,19:27,1167,1547191,70565,2570,4.56,0.17,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/Dvsvm2CX6UY/hqdefault.jpg,Portugal
eIXMhnjbnxU,IShowSpeed - Portuginies  (Official Music Video) {Prod. Dj Scheme},7/5/2023,17:00:12,3:00,180,11985724,560638,32555,4.68,0.27,['DJ Scheme'],Music,Stream,True,https://i.ytimg.com/vi/eIXMhnjbnxU/hqdefault.jpg,Not Applicable
9GqleawQNro,4th of July irl fireworks 💥,7/3/2023,20:29:42,1:34:26,5666,1897703,84777,2706,4.47,0.14,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/9GqleawQNro/hqdefault.jpg,Not Applicable
Wdd4cg5lFqw,june vlog,7/1/2023,17:30:04,13:26,806,1801065,98061,7642,5.44,0.42,,IRL / Vlog,Regular Video,False,https://i.ytimg.com/vi/Wdd4cg5lFqw/hqdefault.jpg,Not Applicable
nkyxs9zh_tQ,18 miliion.......,6/30/2023,22:13:02,3:50:32,13832,5105575,198000,9093,3.88,0.18,,Variety Stream,Stream,True,https://i.ytimg.com/vi/nkyxs9zh_tQ/hqdefault.jpg,Not Applicable
EJieNxPmPsA,‎,6/29/2023,23:16:52,3:31:04,12664,2251612,81903,1891,3.64,0.08,,Variety Stream,Stream,True,https://i.ytimg.com/vi/EJieNxPmPsA/hqdefault.jpg,Not Applicable
J48sgnjRw7I,BEATING ONLY UP,6/27/2023,0:09:11,4:38:35,16715,7498635,242319,8395,3.23,0.11,,Gaming,Stream,True,https://i.ytimg.com/vi/J48sgnjRw7I/hqdefault.jpg,Not Applicable
xuYADcm-EzE,going up,6/26/2023,1:30:06,6:03:54,21834,2618715,92024,1865,3.51,0.07,,Gaming,Stream,True,https://i.ytimg.com/vi/xuYADcm-EzE/hqdefault.jpg,Not Applicable
XMUOoHbxR0Q,mission completed,6/23/2023,21:43:30,3:00:05,10805,1769364,71250,1647,4.03,0.09,,Gaming,Stream,True,https://i.ytimg.com/vi/XMUOoHbxR0Q/hqdefault.jpg,Not Applicable
dTRlMCdVJkk,i met ronaldooooooooooooooo turn yppppppp,6/19/2023,17:54:22,30:26:00,1826,2124483,140862,3788,6.63,0.18,['Ronaldo'],Sports,Stream,True,https://i.ytimg.com/vi/dTRlMCdVJkk/hqdefault.jpg,Not Applicable
Uv1PyE8J38w,I Met Cristiano Ronaldo🇵🇹,6/17/2023,22:59:06,1:01,61,312319627,18297844,115293,5.86,0.04,['Ronaldo'],Sports,Regular Video,False,https://i.ytimg.com/vi/Uv1PyE8J38w/hqdefault.jpg,Portugal
O2JWQd_y1Ww,irl Portugal Game🇵🇹 Meeting Ronaldo,6/17/2023,22:01:49,3:17:09,11829,19855215,544081,19694,2.74,0.1,['Ronaldo'],IRL / Vlog,Stream,True,https://i.ytimg.com/vi/O2JWQd_y1Ww/hqdefault.jpg,Portugal
Fiq9XMRr4jg,i met ronaldo 🇵🇹,6/17/2023,22:00:51,6:12,372,23745225,1704051,74496,7.18,0.31,['Ronaldo'],Sports,Regular Video,False,https://i.ytimg.com/vi/Fiq9XMRr4jg/hqdefault.jpg,Portugal
oiCk3iFsyMw,17million......,6/16/2023,13:31:40,59:08:00,3548,1592020,80107,2691,5.03,0.17,,Variety Stream,Stream,True,https://i.ytimg.com/vi/oiCk3iFsyMw/hqdefault.jpg,Not Applicable
7i0Fus1og5Q,flawless,6/14/2023,22:54:48,3:43:53,13433,1067796,40508,1068,3.79,0.1,,Variety Stream,Stream,True,https://i.ytimg.com/vi/7i0Fus1og5Q/hqdefault.jpg,Not Applicable
ysXIcTYWi-w,irl Graduation Stream🎓,6/12/2023,20:45:42,32:55:00,1975,1529950,58557,2871,3.83,0.19,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/ysXIcTYWi-w/hqdefault.jpg,Not Applicable
JHnfP0uMcLU,irl UCL Final Strean Man City🏴󠁧󠁢󠁥󠁮󠁧󠁿 Vs Inter Milan🇮🇹,6/10/2023,21:16:04,2:01:51,7311,1551594,48384,1113,3.12,0.07,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/JHnfP0uMcLU/hqdefault.jpg,Italy
RHa2eBio4hI,irl live  in Turkey 🇹🇷,6/10/2023,14:40:37,1:32:38,5558,2149143,86277,5981,4.01,0.28,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/RHa2eBio4hI/hqdefault.jpg,Türkiye
Muop0iFtNBE,mannnn CR7 GOAT,6/7/2023,20:38:46,2:31:13,9073,998587,42214,946,4.23,0.09,,Variety Stream,Stream,True,https://i.ytimg.com/vi/Muop0iFtNBE/hqdefault.jpg,Not Applicable
B4Q37W7vkm8,irl live stream in France Paris🇫🇷,6/5/2023,20:09:29,2:09:58,7798,1499303,56284,2239,3.75,0.15,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/B4Q37W7vkm8/hqdefault.jpg,France
sMcvrwmZxEU,big speed is wassgood👑,6/4/2023,21:03:08,2:16:50,8210,866533,33345,847,3.85,0.1,,Variety Stream,Stream,True,https://i.ytimg.com/vi/sMcvrwmZxEU/hqdefault.jpg,Not Applicable
gYTXxjcY9bI,Fa cup Final Man United Vs Mancity irl Live stream!!!,6/3/2023,15:05:51,59:10:00,3550,1255693,46452,1710,3.7,0.14,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/gYTXxjcY9bI/hqdefault.jpg,Not Applicable
9iuHwsKOz70,irl live football stream with RECEBA 🇧🇷 in london🇬🇧,5/31/2023,20:47:00,1:50:45,6645,1132145,49433,928,4.37,0.08,,Gaming,Stream,True,https://i.ytimg.com/vi/9iuHwsKOz70/hqdefault.jpg,Brazil
KvUA1AntV7s,WE FOREVER TURNT,5/28/2023,22:22:12,3:43:19,13399,1176357,37644,1213,3.2,0.1,,Variety Stream,Stream,True,https://i.ytimg.com/vi/KvUA1AntV7s/hqdefault.jpg,Not Applicable
crmVu9zB064,ouija,5/23/2023,22:49:09,4:02:57,14577,1262799,39363,1287,3.12,0.1,,Variety Stream,Stream,True,https://i.ytimg.com/vi/crmVu9zB064/hqdefault.jpg,Not Applicable
S6oMXpL9u2k,naturaually air rigtnowwww,5/22/2023,22:17:35,2:44:20,9860,921741,31633,793,3.43,0.09,,Variety Stream,Stream,True,https://i.ytimg.com/vi/S6oMXpL9u2k/hqdefault.jpg,Not Applicable
wa_LHwZ9gUU,"irl mall shopping spree stream $50,000",5/21/2023,20:20:23,2:04:21,7461,2226337,67724,1790,3.04,0.08,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/wa_LHwZ9gUU/hqdefault.jpg,Not Applicable
nT7k91CUHXU,im BIG BRO,5/19/2023,23:59:56,3:25:41,12341,1287528,42437,1198,3.3,0.09,,Variety Stream,Stream,True,https://i.ytimg.com/vi/nT7k91CUHXU/hqdefault.jpg,Not Applicable
Qr_ZnylBqjU,click here if ronaldo the goat ⚡🇵🇹,5/19/2023,0:25:50,4:33:19,16399,1943506,70668,2083,3.64,0.11,['Ronaldo'],Sports,Stream,True,https://i.ytimg.com/vi/Qr_ZnylBqjU/hqdefault.jpg,Portugal
t1A8sdn6_hE,amigos herelive,5/17/2023,1:41:46,4:59:31,17971,956665,32885,1201,3.44,0.13,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/t1A8sdn6_hE/hqdefault.jpg,Not Applicable
M8P8F6a9VAY,The Kai N Speed Show... (Official Teaser),5/15/2023,20:15:22,1:19,79,3420611,173367,7705,5.07,0.23,['Kai'],Misc,Regular Video,False,https://i.ytimg.com/vi/M8P8F6a9VAY/hqdefault.jpg,Not Applicable
L2L9wxeipDk,MOTHERS DAY ❤️,5/14/2023,22:09:53,3:31:09,12669,980733,37676,1081,3.84,0.11,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/L2L9wxeipDk/hqdefault.jpg,Not Applicable
m6pZg8_PPhY,KING,5/11/2023,22:18:00,2:59:18,10758,1036351,37566,1286,3.62,0.12,,Variety Stream,Stream,True,https://i.ytimg.com/vi/m6pZg8_PPhY/hqdefault.jpg,Not Applicable
5Bp9IgDtm5c,siiiiiiiiiiiii,5/10/2023,22:31:26,3:30:10,12610,907499,34100,901,3.76,0.1,,Variety Stream,Stream,True,https://i.ytimg.com/vi/5Bp9IgDtm5c/hqdefault.jpg,Not Applicable
Esh9LTfyuzc,???,5/7/2023,22:38:04,3:14:39,11679,895769,31856,1216,3.56,0.14,,Variety Stream,Stream,True,https://i.ytimg.com/vi/Esh9LTfyuzc/hqdefault.jpg,Not Applicable
SZqCvbxiCZo,\\\\\\\\\\\\\\\\\\\\\\\\\\\,5/3/2023,22:33:29,2:53:12,10392,1173515,37448,1602,3.19,0.14,,Variety Stream,Stream,True,https://i.ytimg.com/vi/SZqCvbxiCZo/hqdefault.jpg,Not Applicable
aUfPGFonxkg,LAST DAY OF THE MOTNH,4/30/2023,23:25:54,3:36:34,12994,1164474,38607,2481,3.32,0.21,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/aUfPGFonxkg/hqdefault.jpg,Not Applicable
TlvoCTwFzOQ,hav6we fun,4/30/2023,0:31:56,5:00:48,18048,1611790,50944,2154,3.16,0.13,,Variety Stream,Stream,True,https://i.ytimg.com/vi/TlvoCTwFzOQ/hqdefault.jpg,Not Applicable
aWKtAqIUEl4,IShowSpeed & Kai Cenat - Dogs (Official Music Video),4/27/2023,19:00:07,1:41,101,13257904,580441,28983,4.38,0.22,['Kai'],Music,Stream,True,https://i.ytimg.com/vi/aWKtAqIUEl4/hqdefault.jpg,Not Applicable
aMbygeLHhYY,irl prom date stream,4/23/2023,1:14:29,3:21:08,12068,5541510,160148,9121,2.89,0.16,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/aMbygeLHhYY/hqdefault.jpg,Not Applicable
XwVfMfjmBkg,irl football stream,4/21/2023,23:59:19,2:12:54,7974,990265,43477,1074,4.39,0.11,,Gaming,Stream,True,https://i.ytimg.com/vi/XwVfMfjmBkg/hqdefault.jpg,Not Applicable
Hb5V2zgfq6Y,eid muhbark,4/20/2023,21:57:37,3:31:26,12686,1039095,45866,1698,4.41,0.16,,Variety Stream,Stream,True,https://i.ytimg.com/vi/Hb5V2zgfq6Y/hqdefault.jpg,Not Applicable
5puTVKIMBdg,mmmmmmmmmmm,4/16/2023,23:32:46,2:55:48,10548,1528438,43315,1134,2.83,0.07,,Variety Stream,Stream,True,https://i.ytimg.com/vi/5puTVKIMBdg/hqdefault.jpg,Not Applicable
7J_miuUw46c,who is the goat?,4/15/2023,22:13:54,2:11:45,7905,878920,29119,1043,3.31,0.12,,Variety Stream,Stream,True,https://i.ytimg.com/vi/7J_miuUw46c/hqdefault.jpg,Not Applicable
G0iMrPuPjZo,healed,4/14/2023,20:53:39,2:25:59,8759,950156,37170,895,3.91,0.09,,Variety Stream,Stream,True,https://i.ytimg.com/vi/G0iMrPuPjZo/hqdefault.jpg,Not Applicable
t-RMVq_6hTQ,irl wisdom tooth surgery pt2,4/10/2023,17:13:06,1:05:56,3956,1125538,41229,2785,3.66,0.25,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/t-RMVq_6hTQ/hqdefault.jpg,Not Applicable
ZLduABi5lJQ,ITS EASTER,4/9/2023,23:15:01,4:25:06,15906,1221365,43456,942,3.56,0.08,,Variety Stream,Stream,True,https://i.ytimg.com/vi/ZLduABi5lJQ/hqdefault.jpg,Not Applicable
PeXJEUuBT04,8-Apr-23,4/8/2023,23:58:21,1:01,61,8282516,414744,17066,5.01,0.21,,Misc,Regular Video,False,https://i.ytimg.com/vi/PeXJEUuBT04/hqdefault.jpg,Not Applicable
lwYAndmhGO8,(─‿‿─)♡,4/7/2023,2:06:36,4:19:00,15540,1291716,47837,1171,3.7,0.09,,Variety Stream,Stream,True,https://i.ytimg.com/vi/lwYAndmhGO8/hqdefault.jpg,Not Applicable
sHK03FstNZE,I Went To The Ronaldo Island……,4/5/2023,16:10:00,10:45,645,5258286,194021,10184,3.69,0.19,['Ronaldo'],IRL / Vlog,Regular Video,False,https://i.ytimg.com/vi/sHK03FstNZE/hqdefault.jpg,Not Applicable
tn7xBBA1UJ8,april fools,4/1/2023,23:00:12,3:10:58,11458,1404043,49399,1476,3.52,0.11,,Variety Stream,Stream,True,https://i.ytimg.com/vi/tn7xBBA1UJ8/hqdefault.jpg,Not Applicable
_yRxMWMu_t4,i’m quitting youtube💔,4/1/2023,0:05:59,1:04,64,3186713,224278,54161,7.04,1.7,,Misc,Regular Video,False,https://i.ytimg.com/vi/_yRxMWMu_t4/hqdefault.jpg,Not Applicable
HH8WV_fqxSA,speed kills,3/30/2023,22:57:33,2:16:05,8165,1368283,48181,1923,3.52,0.14,,Variety Stream,Stream,True,https://i.ytimg.com/vi/HH8WV_fqxSA/hqdefault.jpg,Not Applicable
uutyrTM2ypQ,voltei ⚡,3/29/2023,21:15:59,2:50:19,10219,1204387,53773,833,4.46,0.07,,Variety Stream,Stream,True,https://i.ytimg.com/vi/uutyrTM2ypQ/hqdefault.jpg,Not Applicable
AI32Q8fYmXs,irl beach stream in Portugal🌊🏝️,3/26/2023,19:14:19,1:26:00,5160,1434430,75288,1469,5.25,0.1,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/AI32Q8fYmXs/hqdefault.jpg,Portugal
YaHqNLiCbgI,meeting rafeal leo and joao felix🇵🇹,3/24/2023,0:56:55,12:20,740,2263461,116693,2459,5.16,0.11,,Sports,Stream,True,https://i.ytimg.com/vi/YaHqNLiCbgI/hqdefault.jpg,Portugal
EFRY22vYbR0,irl stream at Portugal Game Meeting Ronaldo🇵🇹,3/23/2023,22:20:17,2:55:34,10534,2873564,129203,3047,4.5,0.11,['Ronaldo'],IRL / Vlog,Stream,True,https://i.ytimg.com/vi/EFRY22vYbR0/hqdefault.jpg,Portugal
R2v3Sui_9WA,irl stream in Portugal🇵🇹Finding Ronaldo,3/23/2023,14:59:25,44:59:00,2699,1380994,74902,2002,5.42,0.14,['Ronaldo'],IRL / Vlog,Stream,True,https://i.ytimg.com/vi/R2v3Sui_9WA/hqdefault.jpg,Portugal
PhTIpl6Fr7Q,apologies,3/21/2023,21:23:26,3:13:37,11617,1582799,58328,1388,3.69,0.09,,Variety Stream,Stream,True,https://i.ytimg.com/vi/PhTIpl6Fr7Q/hqdefault.jpg,Not Applicable
wNmX0IhnVGc,bald,3/20/2023,23:28:00,1:56:52,7012,1493865,57042,1270,3.82,0.09,,Variety Stream,Stream,True,https://i.ytimg.com/vi/wNmX0IhnVGc/hqdefault.jpg,Not Applicable
mAbnPMJdnIY,❍⌇─➭ speed﹀﹀ ︵↷,3/17/2023,23:16:40,3:29:19,12559,2192828,73346,1810,3.34,0.08,,Variety Stream,Stream,True,https://i.ytimg.com/vi/mAbnPMJdnIY/hqdefault.jpg,Not Applicable
5QXsUbElfJs,UCL ISHOWSPEED LIVE 🔴,3/16/2023,22:51:45,3:05:36,11136,1464126,58955,1184,4.03,0.08,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/5QXsUbElfJs/hqdefault.jpg,Not Applicable
Ve_dU00kNi4,16  million...,3/15/2023,12:59:21,25:10:00,1510,1297132,86211,4150,6.65,0.32,,Variety Stream,Stream,True,https://i.ytimg.com/vi/Ve_dU00kNi4/hqdefault.jpg,Not Applicable
zFBEE3gtsoA,रफ़्तार sui,3/15/2023,0:19:08,2:37:12,9432,1616643,61735,1406,3.82,0.09,,Variety Stream,Stream,True,https://i.ytimg.com/vi/zFBEE3gtsoA/hqdefault.jpg,Not Applicable
GCCLwl4TIK8,push it to the top,3/14/2023,0:23:30,4:10:56,15056,1780141,67817,1110,3.81,0.06,,Variety Stream,Stream,True,https://i.ytimg.com/vi/GCCLwl4TIK8/hqdefault.jpg,Not Applicable
Pj1kbnhoSV0,速度复来,3/12/2023,23:04:58,3:33:22,12802,2668198,73970,1706,2.77,0.06,,Variety Stream,Stream,True,https://i.ytimg.com/vi/Pj1kbnhoSV0/hqdefault.jpg,Not Applicable
CnCTwu1ZZUY,SUPER SMASH SATURDAY,3/11/2023,22:06:57,2:58:35,10715,1536942,60366,1112,3.93,0.07,,Variety Stream,Stream,True,https://i.ytimg.com/vi/CnCTwu1ZZUY/hqdefault.jpg,Not Applicable
J0ZZ4lEjewE,2026,3/10/2023,21:59:40,3:03:30,11010,1629108,60670,1493,3.72,0.09,,Variety Stream,Stream,True,https://i.ytimg.com/vi/J0ZZ4lEjewE/hqdefault.jpg,Not Applicable
Gj2r9NMqPVI,messi please loose,3/8/2023,22:39:56,2:50:35,10235,1168822,47874,1013,4.1,0.09,['Messi'],Sports,Stream,True,https://i.ytimg.com/vi/Gj2r9NMqPVI/hqdefault.jpg,Not Applicable
zBnozqiJ6wI,long long time,3/7/2023,21:36:34,3:04:54,11094,1387163,61857,1304,4.46,0.09,,Variety Stream,Stream,True,https://i.ytimg.com/vi/zBnozqiJ6wI/hqdefault.jpg,Not Applicable
XuamvHu-MXo,I Went Snowboarding...,3/6/2023,18:00:23,16:18,978,4204295,206370,7436,4.91,0.18,,IRL / Vlog,Regular Video,False,https://i.ytimg.com/vi/XuamvHu-MXo/hqdefault.jpg,Not Applicable
YruX3Vn8LCE,sunday live XD,2/26/2023,22:44:55,1:31:59,5519,1401219,41877,2459,2.99,0.18,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/YruX3Vn8LCE/hqdefault.jpg,Not Applicable
f1j_3vUMsNA,NEVER STOP,2/26/2023,1:18:51,3:41:07,13267,2486493,70937,1868,2.85,0.08,,Variety Stream,Stream,True,https://i.ytimg.com/vi/f1j_3vUMsNA/hqdefault.jpg,Not Applicable
d8YP34ToWos,its friday friday gotta get down on friday,2/25/2023,0:28:17,3:04:54,11094,1276429,36504,785,2.86,0.06,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/d8YP34ToWos/hqdefault.jpg,Not Applicable
3PfEVKiSSUw,🚄🏍🏎️💨🏁⚡,2/22/2023,23:08:01,3:09:01,11341,3134242,79362,2711,2.53,0.09,,Variety Stream,Stream,True,https://i.ytimg.com/vi/3PfEVKiSSUw/hqdefault.jpg,Not Applicable
obkouEkBf6I,🔴habbibi  speeeeeed🔴,2/21/2023,19:50:39,1:00:34,3634,989655,42712,1547,4.32,0.16,,Variety Stream,Stream,True,https://i.ytimg.com/vi/obkouEkBf6I/hqdefault.jpg,Not Applicable
aIU3HxVWUXI,ʕ•́ᴥ•̀ʔ,2/20/2023,23:55:19,3:34:32,12872,1595238,55669,1533,3.49,0.1,,Variety Stream,Stream,True,https://i.ytimg.com/vi/aIU3HxVWUXI/hqdefault.jpg,Not Applicable
2-U_H7AR7Ts,lovely,2/20/2023,1:29:18,2:43:12,9792,1418258,44734,996,3.15,0.07,,Variety Stream,Stream,True,https://i.ytimg.com/vi/2-U_H7AR7Ts/hqdefault.jpg,Not Applicable
uJsMuNyusS0,SATURDAY SPEED NIGHT,2/18/2023,21:56:38,4:34:24,16464,1520865,63404,1736,4.17,0.11,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/uJsMuNyusS0/hqdefault.jpg,Not Applicable
7xyvV7_dQZM,WEIRD DAY,2/16/2023,23:12:35,3:00:04,10804,1266875,46622,1087,3.68,0.09,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/7xyvV7_dQZM/hqdefault.jpg,Not Applicable
twqlsAg4R78,1:51pm,2/15/2023,23:13:26,2:54:33,10473,1296132,48562,1396,3.75,0.11,,Variety Stream,Stream,True,https://i.ytimg.com/vi/twqlsAg4R78/hqdefault.jpg,Not Applicable
IjpTl8Lzs-Y,VALENTINES DAY,2/14/2023,20:14:31,2:54:21,10461,1285956,50774,1217,3.95,0.09,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/IjpTl8Lzs-Y/hqdefault.jpg,Not Applicable
5en8Xr167Kc,assalumilakim,2/13/2023,23:13:33,4:47:15,17235,1378234,51878,1085,3.76,0.08,,Variety Stream,Stream,True,https://i.ytimg.com/vi/5en8Xr167Kc/hqdefault.jpg,Not Applicable
mgSYVhjGuQY,it is Sunday,2/12/2023,20:54:32,2:10:39,7839,1279661,44585,2272,3.48,0.18,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/mgSYVhjGuQY/hqdefault.jpg,Not Applicable
iG0BYlxHj-U,WEEK-END  hydg,2/12/2023,0:51:03,4:41:27,16887,1425642,47915,1565,3.36,0.11,,Variety Stream,Stream,True,https://i.ytimg.com/vi/iG0BYlxHj-U/hqdefault.jpg,Not Applicable
ZCu6vY5-bts,🔴  TODAY A GOOD DAY   🔴   SUIII,2/9/2023,23:42:18,4:25:48,15948,1549287,55700,2446,3.6,0.16,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/ZCu6vY5-bts/hqdefault.jpg,Not Applicable
J7_Ya7Xzamo,3/CR7/23,2/8/2023,0:05:45,3:21:48,12108,1227882,41709,1279,3.4,0.1,,Variety Stream,Stream,True,https://i.ytimg.com/vi/J7_Ya7Xzamo/hqdefault.jpg,Not Applicable
2g6S99TsltU,PRAYERS FOR TURKEY & SYRIA🙏,2/6/2023,23:20:38,2:57:17,10637,2206478,108655,5522,4.92,0.25,,Variety Stream,Stream,True,https://i.ytimg.com/vi/2g6S99TsltU/hqdefault.jpg,Not Applicable
HXEQS5afs_0,friiiiDAYYYY,2/4/2023,6:13:59,10:10:18,36618,3272013,92617,3086,2.83,0.09,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/HXEQS5afs_0/hqdefault.jpg,Not Applicable
QM8qD8yQ1ZI,#BHM,2/2/2023,22:45:23,2:41:46,9706,1348232,39284,902,2.91,0.07,,Variety Stream,Stream,True,https://i.ytimg.com/vi/QM8qD8yQ1ZI/hqdefault.jpg,Not Applicable
zX3auXaN5bg,FEBUARY 1st,2/1/2023,23:46:41,3:26:37,12397,1407206,48568,1121,3.45,0.08,,Variety Stream,Stream,True,https://i.ytimg.com/vi/zX3auXaN5bg/hqdefault.jpg,Not Applicable
XGcYlLIeP68,lets get it started,1/31/2023,0:49:32,3:50:36,13836,3390343,62744,1605,1.85,0.05,,Variety Stream,Stream,True,https://i.ytimg.com/vi/XGcYlLIeP68/hqdefault.jpg,Not Applicable
AIf1WvTbbto,WHO DEYYYY,1/29/2023,22:09:20,1:36:04,5764,1509512,54474,2393,3.61,0.16,,Variety Stream,Stream,True,https://i.ytimg.com/vi/AIf1WvTbbto/hqdefault.jpg,Not Applicable
HDHKsAF2k50,FUN FRIDAY XD,1/28/2023,0:46:19,3:47:57,13677,1531950,56492,1346,3.69,0.09,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/HDHKsAF2k50/hqdefault.jpg,Not Applicable
7nZKRtupRKg,S_PE_E_D,1/27/2023,0:59:46,4:00:07,14407,1524341,54124,1037,3.55,0.07,,Variety Stream,Stream,True,https://i.ytimg.com/vi/7nZKRtupRKg/hqdefault.jpg,Not Applicable
96tHbQN2obs,GROWN 1/25//23,1/25/2023,19:11:17,1:47:30,6450,1112090,46108,1181,4.15,0.11,,Variety Stream,Stream,True,https://i.ytimg.com/vi/96tHbQN2obs/hqdefault.jpg,Not Applicable
WkjBIB1Ra04,MY BIRTHDAY STREM,1/22/2023,0:32:58,1:30:41,5441,1655704,84473,3562,5.1,0.22,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/WkjBIB1Ra04/hqdefault.jpg,Not Applicable
